subject,activity,sensor,component,domain,var,aggregation_type,value
11,WALKING_UPSTAIRS,Accelerometer,Body,Time,Mag,mean,-0.542825032813608
12,LAYING,Accelerometer,Body,Time,Mag,mean,-0.559586545675313
13,LAYING,Accelerometer,Body,Time,Mag,mean,-0.539871637249541
14,WALKING_UPSTAIRS,Accelerometer,Body,Time,Mag,mean,-0.453262620331889
15,WALKING_UPSTAIRS,Accelerometer,Body,Time,Mag,mean,-0.527285352000488
16,WALKING_UPSTAIRS,Accelerometer,Body,Time,Mag,mean,-0.616131116889044
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Time,Mag,mean,-0.532690252939646
17,WALKING_UPSTAIRS,Accelerometer,Body,Time,Mag,mean,-0.985418968275862
18,LAYING,Accelerometer,Body,Time,Mag,mean,-0.658370952115385
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Time,Mag,mean,-0.531507362111361
20,LAYING,Accelerometer,Body,Time,Mag,mean,-0.517257429345412
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Time,Mag,mean,-0.620309259553676
22,SITTING,Accelerometer,Body,Time,Mag,mean,0.194598717272727
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Time,Mag,mean,-0.555508409465953
23,SITTING,Accelerometer,Body,Time,Mag,mean,-0.532754757205108
24,LAYING,Accelerometer,Body,Time,Mag,mean,-0.620032665162467
25,SITTING,Accelerometer,Body,Time,Mag,mean,-0.583377749713936
26,SITTING,Accelerometer,Body,Time,Mag,mean,-0.600932264175765
27,SITTING,Accelerometer,Body,Time,Mag,mean,-0.627947737417819
28,SITTING,Accelerometer,Body,Time,Mag,mean,-0.644599448147087
28,STANDING,Accelerometer,Body,Time,Mag,mean,-0.569569991120455
29,STANDING,Accelerometer,Body,Time,Mag,mean,-0.553585593347965
30,STANDING,Accelerometer,Body,Time,Mag,mean,-0.538131194183003
1,WALKING,Accelerometer,Body,Time,Mag,std,-0.497096402038329
2,STANDING,Accelerometer,Body,Time,Mag,std,-0.552812545643709
3,WALKING,Accelerometer,Body,Time,Mag,std,-0.591224780306452
4,STANDING,Accelerometer,Body,Time,Mag,std,-0.606556049548896
5,WALKING,Accelerometer,Body,Time,Mag,std,-0.52162345171192
6,WALKING,Accelerometer,Body,Time,Mag,std,-0.483790606354154
7,WALKING,Accelerometer,Body,Time,Mag,std,-0.510669879158539
8,WALKING,Accelerometer,Body,Time,Mag,std,-0.71328703040404
8,WALKING_UPSTAIRS,Accelerometer,Body,Time,Mag,std,-0.467415039361538
9,STANDING,Accelerometer,Body,Time,Mag,std,-0.553038255314792
10,LAYING,Accelerometer,Body,Time,Mag,std,-0.424185928311495
10,STANDING,Accelerometer,Body,Time,Mag,std,-0.795247255416667
11,WALKING_UPSTAIRS,Accelerometer,Body,Time,Mag,std,-0.612882270912658
12,LAYING,Accelerometer,Body,Time,Mag,std,-0.5743864944925
13,LAYING,Accelerometer,Body,Time,Mag,std,-0.597230982062691
14,WALKING_UPSTAIRS,Accelerometer,Body,Time,Mag,std,-0.474058613408978
15,WALKING_UPSTAIRS,Accelerometer,Body,Time,Mag,std,-0.557147874176037
16,WALKING_UPSTAIRS,Accelerometer,Body,Time,Mag,std,-0.661719690491803
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Time,Mag,std,-0.606069140132448
17,WALKING_UPSTAIRS,Accelerometer,Body,Time,Mag,std,-0.986826527241379
18,LAYING,Accelerometer,Body,Time,Mag,std,-0.689671890376374
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Time,Mag,std,-0.599552767486306
20,LAYING,Accelerometer,Body,Time,Mag,std,-0.572325820319209
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Time,Mag,std,-0.6601960145
22,SITTING,Accelerometer,Body,Time,Mag,std,-0.126888896863636
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Time,Mag,std,-0.630466994221472
23,SITTING,Accelerometer,Body,Time,Mag,std,-0.56557562579215
24,LAYING,Accelerometer,Body,Time,Mag,std,-0.650862147810236
25,SITTING,Accelerometer,Body,Time,Mag,std,-0.659015505611247
26,SITTING,Accelerometer,Body,Time,Mag,std,-0.620355788665816
27,SITTING,Accelerometer,Body,Time,Mag,std,-0.677874152031915
28,SITTING,Accelerometer,Body,Time,Mag,std,-0.659757363641262
28,STANDING,Accelerometer,Body,Time,Mag,std,-0.607805066017045
29,STANDING,Accelerometer,Body,Time,Mag,std,-0.579067216088081
30,STANDING,Accelerometer,Body,Time,Mag,std,-0.588158111633681
1,WALKING,Accelerometer,Gravity,Time,Mag,mean,-0.453632943768818
2,STANDING,Accelerometer,Gravity,Time,Mag,mean,-0.535281800541722
3,WALKING,Accelerometer,Gravity,Time,Mag,mean,-0.563140802770059
4,STANDING,Accelerometer,Gravity,Time,Mag,mean,-0.56158213510694
5,WALKING,Accelerometer,Gravity,Time,Mag,mean,-0.460866415568709
6,WALKING,Accelerometer,Gravity,Time,Mag,mean,-0.464770006998123
7,WALKING,Accelerometer,Gravity,Time,Mag,mean,-0.511312036747403
8,WALKING,Accelerometer,Gravity,Time,Mag,mean,-0.684607146515152
8,WALKING_UPSTAIRS,Accelerometer,Gravity,Time,Mag,mean,-0.350982093868132
9,STANDING,Accelerometer,Gravity,Time,Mag,mean,-0.505183470509188
10,LAYING,Accelerometer,Gravity,Time,Mag,mean,-0.357419738586162
10,STANDING,Accelerometer,Gravity,Time,Mag,mean,-0.801728673104167
11,WALKING_UPSTAIRS,Accelerometer,Gravity,Time,Mag,mean,-0.542825032813608
12,LAYING,Accelerometer,Gravity,Time,Mag,mean,-0.559586545675313
13,LAYING,Accelerometer,Gravity,Time,Mag,mean,-0.539871637249541
14,WALKING_UPSTAIRS,Accelerometer,Gravity,Time,Mag,mean,-0.453262620331889
15,WALKING_UPSTAIRS,Accelerometer,Gravity,Time,Mag,mean,-0.527285352000488
16,WALKING_UPSTAIRS,Accelerometer,Gravity,Time,Mag,mean,-0.616131116889044
17,WALKING_DOWNSTAIRS,Accelerometer,Gravity,Time,Mag,mean,-0.532690252939646
17,WALKING_UPSTAIRS,Accelerometer,Gravity,Time,Mag,mean,-0.985418968275862
18,LAYING,Accelerometer,Gravity,Time,Mag,mean,-0.658370952115385
19,WALKING_DOWNSTAIRS,Accelerometer,Gravity,Time,Mag,mean,-0.531507362111361
20,LAYING,Accelerometer,Gravity,Time,Mag,mean,-0.517257429345412
21,WALKING_DOWNSTAIRS,Accelerometer,Gravity,Time,Mag,mean,-0.620309259553676
22,SITTING,Accelerometer,Gravity,Time,Mag,mean,0.194598717272727
22,WALKING_DOWNSTAIRS,Accelerometer,Gravity,Time,Mag,mean,-0.555508409465953
23,SITTING,Accelerometer,Gravity,Time,Mag,mean,-0.532754757205108
24,LAYING,Accelerometer,Gravity,Time,Mag,mean,-0.620032665162467
25,SITTING,Accelerometer,Gravity,Time,Mag,mean,-0.583377749713936
26,SITTING,Accelerometer,Gravity,Time,Mag,mean,-0.600932264175765
27,SITTING,Accelerometer,Gravity,Time,Mag,mean,-0.627947737417819
28,SITTING,Accelerometer,Gravity,Time,Mag,mean,-0.644599448147087
28,STANDING,Accelerometer,Gravity,Time,Mag,mean,-0.569569991120455
29,STANDING,Accelerometer,Gravity,Time,Mag,mean,-0.553585593347965
30,STANDING,Accelerometer,Gravity,Time,Mag,mean,-0.538131194183003
1,WALKING,Accelerometer,Gravity,Time,Mag,std,-0.497096402038329
2,STANDING,Accelerometer,Gravity,Time,Mag,std,-0.552812545643709
3,WALKING,Accelerometer,Gravity,Time,Mag,std,-0.591224780306452
4,STANDING,Accelerometer,Gravity,Time,Mag,std,-0.606556049548896
5,WALKING,Accelerometer,Gravity,Time,Mag,std,-0.52162345171192
6,WALKING,Accelerometer,Gravity,Time,Mag,std,-0.483790606354154
7,WALKING,Accelerometer,Gravity,Time,Mag,std,-0.510669879158539
8,WALKING,Accelerometer,Gravity,Time,Mag,std,-0.71328703040404
8,WALKING_UPSTAIRS,Accelerometer,Gravity,Time,Mag,std,-0.467415039361538
9,STANDING,Accelerometer,Gravity,Time,Mag,std,-0.553038255314792
10,LAYING,Accelerometer,Gravity,Time,Mag,std,-0.424185928311495
10,STANDING,Accelerometer,Gravity,Time,Mag,std,-0.795247255416667
11,WALKING_UPSTAIRS,Accelerometer,Gravity,Time,Mag,std,-0.612882270912658
12,LAYING,Accelerometer,Gravity,Time,Mag,std,-0.5743864944925
13,LAYING,Accelerometer,Gravity,Time,Mag,std,-0.597230982062691
14,WALKING_UPSTAIRS,Accelerometer,Gravity,Time,Mag,std,-0.474058613408978
15,WALKING_UPSTAIRS,Accelerometer,Gravity,Time,Mag,std,-0.557147874176037
16,WALKING_UPSTAIRS,Accelerometer,Gravity,Time,Mag,std,-0.661719690491803
17,WALKING_DOWNSTAIRS,Accelerometer,Gravity,Time,Mag,std,-0.606069140132448
17,WALKING_UPSTAIRS,Accelerometer,Gravity,Time,Mag,std,-0.986826527241379
18,LAYING,Accelerometer,Gravity,Time,Mag,std,-0.689671890376374
19,WALKING_DOWNSTAIRS,Accelerometer,Gravity,Time,Mag,std,-0.599552767486306
20,LAYING,Accelerometer,Gravity,Time,Mag,std,-0.572325820319209
21,WALKING_DOWNSTAIRS,Accelerometer,Gravity,Time,Mag,std,-0.6601960145
22,SITTING,Accelerometer,Gravity,Time,Mag,std,-0.126888896863636
22,WALKING_DOWNSTAIRS,Accelerometer,Gravity,Time,Mag,std,-0.630466994221472
23,SITTING,Accelerometer,Gravity,Time,Mag,std,-0.56557562579215
24,LAYING,Accelerometer,Gravity,Time,Mag,std,-0.650862147810236
25,SITTING,Accelerometer,Gravity,Time,Mag,std,-0.659015505611247
26,SITTING,Accelerometer,Gravity,Time,Mag,std,-0.620355788665816
27,SITTING,Accelerometer,Gravity,Time,Mag,std,-0.677874152031915
28,SITTING,Accelerometer,Gravity,Time,Mag,std,-0.659757363641262
28,STANDING,Accelerometer,Gravity,Time,Mag,std,-0.607805066017045
29,STANDING,Accelerometer,Gravity,Time,Mag,std,-0.579067216088081
30,STANDING,Accelerometer,Gravity,Time,Mag,std,-0.588158111633681
1,WALKING,Accelerometer,Body,Time,JerkMag,mean,-0.545431612066571
2,STANDING,Accelerometer,Body,Time,JerkMag,mean,-0.58777744543543
3,WALKING,Accelerometer,Body,Time,JerkMag,mean,-0.650182434328446
4,STANDING,Accelerometer,Body,Time,JerkMag,mean,-0.656116311856877
5,WALKING,Accelerometer,Body,Time,JerkMag,mean,-0.589313870006622
6,WALKING,Accelerometer,Body,Time,JerkMag,mean,-0.551413652396923
7,WALKING,Accelerometer,Body,Time,JerkMag,mean,-0.622815767680292
8,WALKING,Accelerometer,Body,Time,JerkMag,mean,-0.725727509270707
8,WALKING_UPSTAIRS,Accelerometer,Body,Time,JerkMag,mean,-0.43009251566033
9,STANDING,Accelerometer,Body,Time,JerkMag,mean,-0.621608245092361
10,LAYING,Accelerometer,Body,Time,JerkMag,mean,-0.462110641822066
10,STANDING,Accelerometer,Body,Time,JerkMag,mean,-0.8162927158125
11,WALKING_UPSTAIRS,Accelerometer,Body,Time,JerkMag,mean,-0.679819504547468
12,LAYING,Accelerometer,Body,Time,JerkMag,mean,-0.6300504918575
13,LAYING,Accelerometer,Body,Time,JerkMag,mean,-0.625466938809174
14,WALKING_UPSTAIRS,Accelerometer,Body,Time,JerkMag,mean,-0.608973420309907
15,WALKING_UPSTAIRS,Accelerometer,Body,Time,JerkMag,mean,-0.654799694757531
16,WALKING_UPSTAIRS,Accelerometer,Body,Time,JerkMag,mean,-0.725246870486339
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Time,JerkMag,mean,-0.671076885553097
17,WALKING_UPSTAIRS,Accelerometer,Body,Time,JerkMag,mean,-0.993245806206897
18,LAYING,Accelerometer,Body,Time,JerkMag,mean,-0.753904676895604
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Time,JerkMag,mean,-0.5762252472125
20,LAYING,Accelerometer,Body,Time,JerkMag,mean,-0.619698756735028
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Time,JerkMag,mean,-0.703461275879657
22,SITTING,Accelerometer,Body,Time,JerkMag,mean,-0.0662072290227273
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Time,JerkMag,mean,-0.649767623265886
23,SITTING,Accelerometer,Body,Time,JerkMag,mean,-0.58640067170914
24,LAYING,Accelerometer,Body,Time,JerkMag,mean,-0.713667423769029
25,SITTING,Accelerometer,Body,Time,JerkMag,mean,-0.783445354474328
26,SITTING,Accelerometer,Body,Time,JerkMag,mean,-0.694917859209184
27,SITTING,Accelerometer,Body,Time,JerkMag,mean,-0.70180744799867
28,SITTING,Accelerometer,Body,Time,JerkMag,mean,-0.723779362805825
28,STANDING,Accelerometer,Body,Time,JerkMag,mean,-0.649224303329546
29,STANDING,Accelerometer,Body,Time,JerkMag,mean,-0.664538060484884
30,STANDING,Accelerometer,Body,Time,JerkMag,mean,-0.697050126998956
1,WALKING,Accelerometer,Body,Time,JerkMag,std,-0.515922167555159
2,STANDING,Accelerometer,Body,Time,JerkMag,std,-0.512115278415232
3,WALKING,Accelerometer,Body,Time,JerkMag,std,-0.607658214170381
4,STANDING,Accelerometer,Body,Time,JerkMag,std,-0.647249966810726
5,WALKING,Accelerometer,Body,Time,JerkMag,std,-0.589031268133113
6,WALKING,Accelerometer,Body,Time,JerkMag,std,-0.502935062310769
7,WALKING,Accelerometer,Body,Time,JerkMag,std,-0.550560230585714
8,WALKING,Accelerometer,Body,Time,JerkMag,std,-0.72913616179798
8,WALKING_UPSTAIRS,Accelerometer,Body,Time,JerkMag,std,-0.474901933907692
9,STANDING,Accelerometer,Body,Time,JerkMag,std,-0.608862145384722
10,LAYING,Accelerometer,Body,Time,JerkMag,std,-0.409095655168687
10,STANDING,Accelerometer,Body,Time,JerkMag,std,-0.777345431613542
11,WALKING_UPSTAIRS,Accelerometer,Body,Time,JerkMag,std,-0.664241760370253
12,LAYING,Accelerometer,Body,Time,JerkMag,std,-0.566365683597188
13,LAYING,Accelerometer,Body,Time,JerkMag,std,-0.610248540269939
14,WALKING_UPSTAIRS,Accelerometer,Body,Time,JerkMag,std,-0.605144269857245
15,WALKING_UPSTAIRS,Accelerometer,Body,Time,JerkMag,std,-0.625660376546646
16,WALKING_UPSTAIRS,Accelerometer,Body,Time,JerkMag,std,-0.719647028238525
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Time,JerkMag,std,-0.668331557015634
17,WALKING_UPSTAIRS,Accelerometer,Body,Time,JerkMag,std,-0.993375015172414
18,LAYING,Accelerometer,Body,Time,JerkMag,std,-0.745212812708791
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Time,JerkMag,std,-0.601918552871944
20,LAYING,Accelerometer,Body,Time,JerkMag,std,-0.588644307467599
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Time,JerkMag,std,-0.680069218953922
22,SITTING,Accelerometer,Body,Time,JerkMag,std,-0.0363532663636364
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Time,JerkMag,std,-0.630546676298027
23,SITTING,Accelerometer,Body,Time,JerkMag,std,-0.55872531418629
24,LAYING,Accelerometer,Body,Time,JerkMag,std,-0.689391189346457
25,SITTING,Accelerometer,Body,Time,JerkMag,std,-0.780451867848411
26,SITTING,Accelerometer,Body,Time,JerkMag,std,-0.677426336392347
27,SITTING,Accelerometer,Body,Time,JerkMag,std,-0.696003354282979
28,SITTING,Accelerometer,Body,Time,JerkMag,std,-0.714477557324272
28,STANDING,Accelerometer,Body,Time,JerkMag,std,-0.656365538846023
29,STANDING,Accelerometer,Body,Time,JerkMag,std,-0.620472049862791
30,STANDING,Accelerometer,Body,Time,JerkMag,std,-0.658972148093473
1,WALKING,Gyroscope,Body,Time,Mag,mean,-0.475404785802305
2,STANDING,Gyroscope,Body,Time,Mag,mean,-0.614771054893146
3,WALKING,Gyroscope,Body,Time,Mag,mean,-0.643150121648094
4,STANDING,Gyroscope,Body,Time,Mag,mean,-0.656291093847319
5,WALKING,Gyroscope,Body,Time,Mag,mean,-0.602770284825828
6,WALKING,Gyroscope,Body,Time,Mag,mean,-0.549494852037046
7,WALKING,Gyroscope,Body,Time,Mag,mean,-0.581899897967532
8,WALKING,Gyroscope,Body,Time,Mag,mean,-0.663265892582828
8,WALKING_UPSTAIRS,Gyroscope,Body,Time,Mag,mean,-0.374467449722308
9,STANDING,Gyroscope,Body,Time,Mag,mean,-0.550201866572569
10,LAYING,Gyroscope,Body,Time,Mag,mean,-0.388314506775758
10,STANDING,Gyroscope,Body,Time,Mag,mean,-0.797174474479167
11,WALKING_UPSTAIRS,Gyroscope,Body,Time,Mag,mean,-0.628367851066456
12,LAYING,Gyroscope,Body,Time,Mag,mean,-0.63166805889875
13,LAYING,Gyroscope,Body,Time,Mag,mean,-0.581215403184709
14,WALKING_UPSTAIRS,Gyroscope,Body,Time,Mag,mean,-0.416459776709257
15,WALKING_UPSTAIRS,Gyroscope,Body,Time,Mag,mean,-0.617721779796037
16,WALKING_UPSTAIRS,Gyroscope,Body,Time,Mag,mean,-0.718168775628415
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Mag,mean,-0.649912792768584
17,WALKING_UPSTAIRS,Gyroscope,Body,Time,Mag,mean,-0.983299607586207
18,LAYING,Gyroscope,Body,Time,Mag,mean,-0.714735668626374
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Mag,mean,-0.548919668132222
20,LAYING,Gyroscope,Body,Time,Mag,mean,-0.516861235888701
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Mag,mean,-0.693779224517157
22,SITTING,Gyroscope,Body,Time,Mag,mean,-0.137333612554545
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Mag,mean,-0.674479870696321
23,SITTING,Gyroscope,Body,Time,Mag,mean,-0.544207964433387
24,LAYING,Gyroscope,Body,Time,Mag,mean,-0.682447212750656
25,SITTING,Gyroscope,Body,Time,Mag,mean,-0.625733064258924
26,SITTING,Gyroscope,Body,Time,Mag,mean,-0.694597662936224
27,SITTING,Gyroscope,Body,Time,Mag,mean,-0.694016019806117
28,SITTING,Gyroscope,Body,Time,Mag,mean,-0.683567422362136
28,STANDING,Gyroscope,Body,Time,Mag,mean,-0.607539045567045
29,STANDING,Gyroscope,Body,Time,Mag,mean,-0.602228993700349
30,STANDING,Gyroscope,Body,Time,Mag,mean,-0.510032754098198
1,WALKING,Gyroscope,Body,Time,Mag,std,-0.499839593745821
2,STANDING,Gyroscope,Body,Time,Mag,std,-0.680584887880795
3,WALKING,Gyroscope,Body,Time,Mag,std,-0.674010290979472
4,STANDING,Gyroscope,Body,Time,Mag,std,-0.706738493542587
5,WALKING,Gyroscope,Body,Time,Mag,std,-0.664078383532781
6,WALKING,Gyroscope,Body,Time,Mag,std,-0.579837818063692
7,WALKING,Gyroscope,Body,Time,Mag,std,-0.598670795839286
8,WALKING,Gyroscope,Body,Time,Mag,std,-0.72093816099596
8,WALKING_UPSTAIRS,Gyroscope,Body,Time,Mag,std,-0.505532707924725
9,STANDING,Gyroscope,Body,Time,Mag,std,-0.663198385034722
10,LAYING,Gyroscope,Body,Time,Mag,std,-0.522604974987475
10,STANDING,Gyroscope,Body,Time,Mag,std,-0.834377870416667
11,WALKING_UPSTAIRS,Gyroscope,Body,Time,Mag,std,-0.696771378957911
12,LAYING,Gyroscope,Body,Time,Mag,std,-0.68485805678325
13,LAYING,Gyroscope,Body,Time,Mag,std,-0.636364939544342
14,WALKING_UPSTAIRS,Gyroscope,Body,Time,Mag,std,-0.471486714606811
15,WALKING_UPSTAIRS,Gyroscope,Body,Time,Mag,std,-0.675336960047866
16,WALKING_UPSTAIRS,Gyroscope,Body,Time,Mag,std,-0.78482286579235
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Mag,std,-0.730340424530973
17,WALKING_UPSTAIRS,Gyroscope,Body,Time,Mag,std,-0.981656969655172
18,LAYING,Gyroscope,Body,Time,Mag,std,-0.775779058758242
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Mag,std,-0.610093380740278
20,LAYING,Gyroscope,Body,Time,Mag,std,-0.580023613494576
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Mag,std,-0.761303119652451
22,SITTING,Gyroscope,Body,Time,Mag,std,-0.223751816518182
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Mag,std,-0.709682201686622
23,SITTING,Gyroscope,Body,Time,Mag,std,-0.541949073660753
24,LAYING,Gyroscope,Body,Time,Mag,std,-0.742983126606299
25,SITTING,Gyroscope,Body,Time,Mag,std,-0.68515279467066
26,SITTING,Gyroscope,Body,Time,Mag,std,-0.751833690215051
27,SITTING,Gyroscope,Body,Time,Mag,std,-0.754713306440957
28,SITTING,Gyroscope,Body,Time,Mag,std,-0.737683990849515
28,STANDING,Gyroscope,Body,Time,Mag,std,-0.679673857163068
29,STANDING,Gyroscope,Body,Time,Mag,std,-0.653732301592151
30,STANDING,Gyroscope,Body,Time,Mag,std,-0.573779428671018
1,WALKING,Gyroscope,Body,Time,JerkMag,mean,-0.639517432642651
2,STANDING,Gyroscope,Body,Time,JerkMag,mean,-0.746559539039735
3,WALKING,Gyroscope,Body,Time,JerkMag,mean,-0.784056656246334
4,STANDING,Gyroscope,Body,Time,JerkMag,mean,-0.819191368044164
5,WALKING,Gyroscope,Body,Time,JerkMag,mean,-0.707383517582782
6,WALKING,Gyroscope,Body,Time,JerkMag,mean,-0.621936158532308
7,WALKING,Gyroscope,Body,Time,JerkMag,mean,-0.713191348337662
8,WALKING,Gyroscope,Body,Time,JerkMag,mean,-0.790885296565657
8,WALKING_UPSTAIRS,Gyroscope,Body,Time,JerkMag,mean,-0.60984136456044
9,STANDING,Gyroscope,Body,Time,JerkMag,mean,-0.7629795809375
10,LAYING,Gyroscope,Body,Time,JerkMag,mean,-0.665691018181818
10,STANDING,Gyroscope,Body,Time,JerkMag,mean,-0.876313803854167
11,WALKING_UPSTAIRS,Gyroscope,Body,Time,JerkMag,mean,-0.826829028481013
12,LAYING,Gyroscope,Body,Time,JerkMag,mean,-0.77729447821875
13,LAYING,Gyroscope,Body,Time,JerkMag,mean,-0.712745036012232
14,WALKING_UPSTAIRS,Gyroscope,Body,Time,JerkMag,mean,-0.700520939854799
15,WALKING_UPSTAIRS,Gyroscope,Body,Time,JerkMag,mean,-0.805282669512195
16,WALKING_UPSTAIRS,Gyroscope,Body,Time,JerkMag,mean,-0.860446372459016
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,JerkMag,mean,-0.794708804985251
17,WALKING_UPSTAIRS,Gyroscope,Body,Time,JerkMag,mean,-0.994309820689655
18,LAYING,Gyroscope,Body,Time,JerkMag,mean,-0.859899942335165
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,JerkMag,mean,-0.683436541824444
20,LAYING,Gyroscope,Body,Time,JerkMag,mean,-0.684048497355932
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,JerkMag,mean,-0.807817403137255
22,SITTING,Gyroscope,Body,Time,JerkMag,mean,-0.543885972272727
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,JerkMag,mean,-0.813134479966555
23,SITTING,Gyroscope,Body,Time,JerkMag,mean,-0.623412641977151
24,LAYING,Gyroscope,Body,Time,JerkMag,mean,-0.791646550787402
25,SITTING,Gyroscope,Body,Time,JerkMag,mean,-0.849630706259169
26,SITTING,Gyroscope,Body,Time,JerkMag,mean,-0.798325916709184
27,SITTING,Gyroscope,Body,Time,JerkMag,mean,-0.823067662473404
28,SITTING,Gyroscope,Body,Time,JerkMag,mean,-0.813718189757282
28,STANDING,Gyroscope,Body,Time,JerkMag,mean,-0.760708643386364
29,STANDING,Gyroscope,Body,Time,JerkMag,mean,-0.802293906366279
30,STANDING,Gyroscope,Body,Time,JerkMag,mean,-0.785870931331593
1,WALKING,Gyroscope,Body,Time,JerkMag,std,-0.652050770910663
2,STANDING,Gyroscope,Body,Time,JerkMag,std,-0.740088733655629
3,WALKING,Gyroscope,Body,Time,JerkMag,std,-0.80366136372434
4,STANDING,Gyroscope,Body,Time,JerkMag,std,-0.844187064164038
5,WALKING,Gyroscope,Body,Time,JerkMag,std,-0.734187493344371
6,WALKING,Gyroscope,Body,Time,JerkMag,std,-0.644474485460492
7,WALKING,Gyroscope,Body,Time,JerkMag,std,-0.658017844948377
8,WALKING,Gyroscope,Body,Time,JerkMag,std,-0.825828347373737
8,WALKING_UPSTAIRS,Gyroscope,Body,Time,JerkMag,std,-0.656008680989011
9,STANDING,Gyroscope,Body,Time,JerkMag,std,-0.786176892048611
10,LAYING,Gyroscope,Body,Time,JerkMag,std,-0.714913442525253
10,STANDING,Gyroscope,Body,Time,JerkMag,std,-0.880007876041667
11,WALKING_UPSTAIRS,Gyroscope,Body,Time,JerkMag,std,-0.866905012626582
12,LAYING,Gyroscope,Body,Time,JerkMag,std,-0.7863865328125
13,LAYING,Gyroscope,Body,Time,JerkMag,std,-0.712056186747706
14,WALKING_UPSTAIRS,Gyroscope,Body,Time,JerkMag,std,-0.727023009383901
15,WALKING_UPSTAIRS,Gyroscope,Body,Time,JerkMag,std,-0.837120078079268
16,WALKING_UPSTAIRS,Gyroscope,Body,Time,JerkMag,std,-0.87480016568306
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,JerkMag,std,-0.810882493864307
17,WALKING_UPSTAIRS,Gyroscope,Body,Time,JerkMag,std,-0.993276945862069
18,LAYING,Gyroscope,Body,Time,JerkMag,std,-0.88856533728022
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,JerkMag,std,-0.7255986988425
20,LAYING,Gyroscope,Body,Time,JerkMag,std,-0.683503744537853
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,JerkMag,std,-0.82408989995098
22,SITTING,Gyroscope,Body,Time,JerkMag,std,-0.644416388636364
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,JerkMag,std,-0.839890422274247
23,SITTING,Gyroscope,Body,Time,JerkMag,std,-0.573942888021613
24,LAYING,Gyroscope,Body,Time,JerkMag,std,-0.788997850813648
25,SITTING,Gyroscope,Body,Time,JerkMag,std,-0.872776184449878
26,SITTING,Gyroscope,Body,Time,JerkMag,std,-0.818279112908163
27,SITTING,Gyroscope,Body,Time,JerkMag,std,-0.837212879564096
28,SITTING,Gyroscope,Body,Time,JerkMag,std,-0.824174463058252
28,STANDING,Gyroscope,Body,Time,JerkMag,std,-0.784159789318182
29,STANDING,Gyroscope,Body,Time,JerkMag,std,-0.840156364186047
30,STANDING,Gyroscope,Body,Time,JerkMag,std,-0.810398514673629
1,WALKING,Accelerometer,Body,Frequency,X,mean,-0.531895161258213
2,STANDING,Accelerometer,Body,Frequency,X,mean,-0.57377091142947
3,WALKING,Accelerometer,Body,Frequency,X,mean,-0.625733289873607
4,STANDING,Accelerometer,Body,Frequency,X,mean,-0.628806379100946
5,WALKING,Accelerometer,Body,Frequency,X,mean,-0.55123770513245
6,WALKING,Accelerometer,Body,Frequency,X,mean,-0.506174926221538
7,WALKING,Accelerometer,Body,Frequency,X,mean,-0.593011288564935
8,WALKING,Accelerometer,Body,Frequency,X,mean,-0.744952162134343
8,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,X,mean,-0.493100898158791
9,STANDING,Accelerometer,Body,Frequency,X,mean,-0.579258404408681
10,LAYING,Accelerometer,Body,Frequency,X,mean,-0.391578450863636
10,STANDING,Accelerometer,Body,Frequency,X,mean,-0.822505930166667
11,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,X,mean,-0.619524028324684
12,LAYING,Accelerometer,Body,Frequency,X,mean,-0.578920210879375
13,LAYING,Accelerometer,Body,Frequency,X,mean,-0.638817912651682
